"","x","y","mcoord"
"16017",-0.974683544303797,0.0909090909090909,0.0192462309058835
"16018",-0.974683544303797,0.136363636363636,0.0249150498090729
"16019",-0.974683544303797,0.181818181818182,0.0203255827623523
"16020",-0.949367088607595,0,0.0673735893915434
"16021",-0.949367088607595,0.0454545454545455,0.0790732393918838
"16022",-0.949367088607595,0.0909090909090909,0.0191139390300357
"16023",-0.949367088607595,0.136363636363636,0.0246739281198714
"16024",-0.949367088607595,0.181818181818182,0.0201842616388099
"16025",-0.949367088607595,0.227272727272727,0.0249566432808754
"16026",-0.924050632911392,-0.0454545454545455,0.130159746080845
"16027",-0.924050632911392,0,0.151705886553109
"16028",-0.924050632911392,0.0454545454545455,0.175474061269786
"16029",-0.924050632911392,0.0909090909090909,0.180068482246641
"16030",-0.924050632911392,0.136363636363636,0.209216347195009
"16031",-0.924050632911392,0.181818181818182,0.216180471007277
"16032",-0.924050632911392,0.227272727272727,0.247105218364738
"16033",-0.924050632911392,0.272727272727273,0.280920180919437
"16034",-0.924050632911392,0.5,0.0548626014836081
"16035",-0.924050632911392,0.545454545454545,0.0275593034116355
"16036",-0.89873417721519,-0.0909090909090909,0.129070424410938
"16037",-0.89873417721519,-0.0454545454545455,0.134626110555418
"16038",-0.89873417721519,0,0.156003321248708
"16039",-0.89873417721519,0.0454545454545455,0.179548271062986
"16040",-0.89873417721519,0.0909090909090909,0.183336377778251
"16041",-0.89873417721519,0.136363636363636,0.212212668940528
"16042",-0.89873417721519,0.181818181818182,0.220118396665839
"16043",-0.89873417721519,0.227272727272727,0.250776997188662
"16044",-0.89873417721519,0.272727272727273,0.284157993589752
"16045",-0.89873417721519,0.545454545454545,0.0275777598123236
"16046",-0.873417721518987,-0.0909090909090909,0.134684704685099
"16047",-0.873417721518987,-0.0454545454545455,0.139479424463167
"16048",-0.873417721518987,0,0.160703309299403
"16049",-0.873417721518987,0.0454545454545455,0.184038068884881
"16050",-0.873417721518987,0.0909090909090909,0.186992329409505
"16051",-0.873417721518987,0.136363636363636,0.215610783288059
"16052",-0.873417721518987,0.181818181818182,0.22447482701247
"16053",-0.873417721518987,0.272727272727273,0.287811139482149
"16054",-0.848101265822785,-0.0909090909090909,0.375194710695009
"16055",-0.848101265822785,-0.0454545454545455,0.473960405136591
"16056",-0.848101265822785,0,0.503538145530469
"16057",-0.848101265822785,0.0454545454545455,0.532537529495967
"16058",-0.848101265822785,0.0909090909090909,0.462996238971969
"16059",-0.848101265822785,0.136363636363636,0.497774444878809
"16060",-0.848101265822785,0.181818181818182,0.378029793232828
"16061",-0.848101265822785,0.227272727272727,0.414082993785495
"16062",-0.848101265822785,0.636363636363636,0.187235858219667
"16063",-0.822784810126582,-0.181818181818182,0.419428873844792
"16064",-0.822784810126582,-0.136363636363636,0.445752563568064
